    4.57090  0.0385 1.158E+04
    4.82630  0.0364 1.223E+04
    5.09598  0.0343 1.292E+04
    5.38072  0.0324 1.365E+04
    5.68137  0.0306 1.443E+04
    5.99883  0.0289 1.526E+04
    6.33402  0.0273 1.614E+04
    6.68794  0.0257 1.707E+04
    7.06163  0.0243 1.806E+04
    7.45621  0.0230 1.910E+04
    7.87283  0.0217 2.021E+04
    8.31273  0.0205 2.139E+04
    8.77722  0.0193 2.263E+04
    9.26765  0.0183 2.395E+04
    9.78549  0.0172 2.535E+04
   10.33226  0.0163 2.682E+04
   10.90959  0.0154 2.839E+04
   11.51917  0.0145 3.004E+04
   12.16282  0.0137 3.179E+04
   12.84243  0.0130 3.365E+04
   13.56001  0.0123 3.561E+04
   14.31769  0.0116 3.768E+04
   15.11771  0.0109 3.987E+04
   15.96242  0.0103 4.218E+04
   16.85434  0.0098 4.463E+04
   17.79609  0.0092 4.722E+04
   18.79047  0.0087 4.995E+04
   19.84040  0.0083 5.284E+04
   20.94900  0.0078 5.589E+04
   22.11955  0.0074 5.912E+04
   23.35550  0.0070 6.253E+04
   24.66051  0.0066 6.613E+04
   26.03844  0.0062 6.993E+04
   27.49337  0.0059 7.395E+04
   29.02959  0.0056 7.819E+04
   30.65164  0.0053 8.267E+04
   32.36434  0.0050 8.741E+04
   34.17272  0.0047 9.241E+04
   36.08216  0.0045 9.769E+04
   38.09829  0.0042 1.033E+05
   40.22706  0.0040 1.092E+05
   42.47479  0.0038 1.154E+05
   44.84811  0.0036 1.220E+05
   47.35405  0.0034 1.289E+05
   50.00000  0.0032 1.362E+05
