    4.57090  0.0763 6.043E+03
    4.82630  0.0719 6.415E+03
    5.09598  0.0677 6.808E+03
    5.38072  0.0638 7.224E+03
    5.68137  0.0602 7.665E+03
    5.99883  0.0567 8.130E+03
    6.33402  0.0535 8.623E+03
    6.68794  0.0505 9.144E+03
    7.06163  0.0476 9.695E+03
    7.45621  0.0449 1.028E+04
    7.87283  0.0424 1.089E+04
    8.31273  0.0400 1.155E+04
    8.77722  0.0378 1.223E+04
    9.26765  0.0356 1.296E+04
    9.78549  0.0337 1.373E+04
   10.33226  0.0318 1.455E+04
   10.90959  0.0300 1.540E+04
   11.51917  0.0283 1.631E+04
   12.16282  0.0268 1.727E+04
   12.84243  0.0253 1.829E+04
   13.56001  0.0239 1.936E+04
   14.31769  0.0226 2.049E+04
   15.11771  0.0213 2.169E+04
   15.96242  0.0202 2.296E+04
   16.85434  0.0191 2.429E+04
   17.79609  0.0180 2.570E+04
   18.79047  0.0170 2.720E+04
   19.84040  0.0161 2.877E+04
   20.94900  0.0152 3.044E+04
   22.11955  0.0144 3.220E+04
   23.35550  0.0136 3.405E+04
   24.66051  0.0129 3.602E+04
   26.03844  0.0122 3.809E+04
   27.49337  0.0115 4.028E+04
   29.02959  0.0109 4.259E+04
   30.65164  0.0103 4.503E+04
   32.36434  0.0097 4.761E+04
   34.17272  0.0092 5.034E+04
   36.08216  0.0087 5.322E+04
   38.09829  0.0082 5.626E+04
   40.22706  0.0078 5.947E+04
   42.47479  0.0074 6.286E+04
   44.84811  0.0070 6.644E+04
   47.35405  0.0066 7.023E+04
   50.00000  0.0063 7.423E+04
